S_75_5	S_115_5	S_10_5	S_79_6	S_206_6	S_257_6
cg12539787	0.492826544538462	0.643558454221044	0.776776903755399	0.443352751639696	0.579726300920993	0.356446564662041
cg14514991	0.518595512436528	0.615860576043386	0.111421110608423	0.601434314428281	0.302068495744199	0.191190057596957
cg13323074	0.892781799947527	0.85565127633917	0.883435989479208	0.819516297087258	0.839452778045688	0.838938824712356
cg06557624	0.769098197071798	0.788632803194539	0.879184882113584	0.715064725702782	0.726991144654957	0.500566729777868
cg04288036	0.0936323085906104	0.088038592557522	0.079156736982158	0.0591627186806401	0.077847855816297	0.0890220069678542
cg12748638	0.708870384984451	0.710063486942929	0.786580383312229	0.481194397495027	0.798669753918654	0.562935699282171
cg01232121	0.699352587461853	0.557204378072064	0.416029507800241	0.178155727618288	0.483851790920914	0.462064407714532
cg07671420	0.888900207873085	0.911488268047536	0.928336513387733	0.899121035347579	0.849503558325278	0.782179739634473
cg14003978	0.312800835297702	0.305196831340732	0.158721789203335	0.332993575515455	0.15522795409905	0.121792891307994
cg09920145	0.0295728340529273	0.03099697781618	0.0390567191277818	0.0297889759381297	0.0255834384620936	0.0490479835846492
cg01262913	0.0982845562580598	0.0537799777736409	0.0458170608609776	0.0496114651931528	0.171663569545296	0.0595829123183871
cg15070208	0.856261517113408	0.78112874184711	0.849393633146755	0.574673426653502	0.764002880288807	0.612516567030161
cg03392095	0.505984674570345	0.577598028936269	0.562975523784548	0.387077363794298	0.271159187806709	0.340583891568131
cg22701938	0.916375468060746	0.939327938407641	0.913545603746178	0.869634968375021	0.928888417917673	0.81805587565223
cg18455208	0.911036477580613	0.917375878997117	0.904287807998946	0.900951253578628	0.902860853596837	0.579278083398961
cg00925717	0.107859147832754	0.217444665062705	0.150117644374828	0.139577910391376	0.0853439210679283	0.114113538316679
cg17668781	0.883466940965191	0.889215285365615	0.897034699821863	0.890108640608355	0.900837645247021	0.745366911565748
cg05527459	0.919325166833937	0.727542638378036	0.89450942516707	0.432440458627144	0.91430615748991	0.839533178550457
cg21408915	0.309968094668931	0.311011672822949	0.213699988632601	0.130667328162073	0.278863173951656	0.193951616904728
cg11798406	0.782804866729908	0.714768746237135	0.803291759864754	0.237181518124948	0.692818549222474	0.522758391182905
cg11579693	0.459003613283272	0.495834942076663	0.165273414104276	0.119876523855628	0.243421287761448	0.225329689035919
cg00749199	0.903119391871714	0.925543676745382	0.910760536709443	0.90044551819831	0.774711746644146	0.820011077915872
cg19104360	0.583563226091178	0.703061737264386	0.768136920885378	0.719586504509273	0.621324384288604	0.411746728380193
cg18346273	0.60580704076004	0.648430834679562	0.811652692361419	0.628457522146714	0.614858658607364	0.57459928612408
cg14087351	0.0781150812034528	0.0778740651981494	0.216113571588805	0.0710385078609457	0.129966963357754	0.0895877707004766
cg08901307	0.853061269767795	0.724386405852448	0.873438274652027	0.901467369768689	0.831262819999715	0.459278644037643
cg05194412	0.421662257253568	0.293943110236616	0.202035001319461	0.128576404048672	0.301362489658241	0.154330996471005
cg27661091	0.842151059939147	0.902345391552544	0.897222548266679	0.921892499559549	0.783011269099753	0.62875294826381
cg15952216	0.0516137450200704	0.0623185447409364	0.0679006061000789	0.0639564204404019	0.0821246266210944	0.0468306118674821
cg20655644	0.569042498272988	0.856034638721258	0.895749798442306	0.425839318477912	0.61270181743079	0.692642893540833
cg25952247	0.40742607753035	0.438659458807347	0.255825048242945	0.119743210497269	0.183254405271998	0.13011518411027
cg25400487	0.481931736921592	0.622750633808181	0.699371557137535	0.589005075890483	0.567689511153256	0.367162556285111
cg01934674	0.86736975902582	0.876623147601409	0.87616680802448	0.679326556846091	0.87648437383511	0.653136240381005
cg10663442	0.846589125546806	0.883501150611564	0.879011975306422	0.848127516684091	0.643218808808768	0.205230117712957
cg07612655	0.468978531188288	0.268571938397502	0.72976432207323	0.27142663734055	0.528776733130872	0.443274648167612
cg02431114	0.880130861996436	0.82110941531232	0.751838437982662	0.826024775116133	0.848989255793989	0.624360120160596
cg20438269	0.836456189450309	0.845621873983084	0.895031021860878	0.850670794926519	0.756107366527065	0.574072066100298
cg09112723	0.718935538407324	0.722458339212347	0.782776447310577	0.72233121836715	0.611750878675384	0.355059311735793
cg02492410	0.85124931903008	0.888306119539427	0.914195545502476	0.874774718278381	0.860994430423519	0.609467701333286
cg13155648	0.835927138546382	0.787803911786223	0.810122597665712	0.865419454814775	0.841085925874735	0.390424652167489
cg18154417	0.432498524173433	0.501748553861679	0.363816337597517	0.5186209791356	0.411876689834452	0.262618312241046
cg22298860	0.406045709898126	0.5532854392583	0.203301024821576	0.277747003092796	0.2722703139559	0.139804675330186
cg08800144	0.746935337730573	0.68130754069061	0.649314566011706	0.403025459284232	0.649620752252222	0.399686938234147
cg12015355	0.636295477846596	0.695690187847675	0.726647744093493	0.745848991037269	0.63379528271665	0.560051596516408
cg03983883	0.755111635830633	0.710310992439587	0.851878666768782	0.870534983510723	0.80024830656261	0.748255872775935
cg07972046	0.799430313203869	0.897334347094351	0.860595127499293	0.782326872943555	0.838800844422332	0.507472851629479
cg18811860	0.0785601057913615	0.0634800369430858	0.125852130268677	0.0522888302521564	0.107767179688229	0.11706096666837
cg11006676	0.841897579456286	0.730501874106163	0.871012303316271	0.872333773697524	0.766835274447557	0.386058960140907
cg13232525	0.324375780005708	0.292756656147407	0.162774216087658	0.33652102835431	0.171319448248916	0.137934555198273
cg13945556	0.896805068961514	0.844786801837569	0.877784156899349	0.890229359670688	0.902541121976719	0.92875695572965
cg01425763	0.737391600375045	0.438763231940899	0.656751479435329	0.186700842163599	0.289705865012637	0.183182583874126
cg00852773	0.881662895212726	0.858706140442212	0.913968560400819	0.839419029314515	0.793222575184893	0.516356118496852
cg26124780	0.543100360786213	0.545293695841571	0.805225823891432	0.481974835684913	0.570515961571748	0.224799344745329
cg18291698	0.474338794736752	0.55297652444171	0.416781587217779	0.333195674951751	0.256923571598259	0.365171313886521
cg12406027	0.0761790139999621	0.0882390063730363	0.0655345908062775	0.0420132603047011	0.0662227697768625	0.0672363516185911
cg08670534	0.432243605757832	0.491444596158393	0.285447056740556	0.0997650490937692	0.335776430325286	0.13527379637074
cg11468635	0.856574579336891	0.8697614008439	0.918106516013366	0.860170881551632	0.876180570748843	0.810569034508099
cg02993010	0.0956050784182623	0.0734907273645069	0.0508733032850162	0.0620333311520227	0.11648561179892	0.0848366824537449
cg17309077	0.162218032589386	0.320340294981996	0.222076407821033	0.156740084876382	0.404775562504248	0.648824315901805
cg13673603	0.855561761479321	0.885776497243038	0.894192012078667	0.861725908507296	0.843652500613249	0.505814030389741
cg18486235	0.127428744849799	0.326326222408963	0.343532870061675	0.8408942475132	0.668597206773779	0.674865351192329
cg00174855	0.850578726484849	0.916985242847108	0.862941401569157	0.893487644505295	0.756723465607193	0.771181311161701
cg17837371	0.795582072604212	0.817292998439684	0.831586936565696	0.860140818886908	0.615269591601561	0.344242991027303
cg21619825	0.926937838626509	0.938642757466185	0.901006986903223	0.878249493186559	0.925692834310567	0.836204834027066
cg02079122	0.185482069822538	0.241926495031848	0.109828940142492	0.142901135459445	0.199242412881909	0.103279986691187
cg03353971	0.288863059326246	0.167569746222785	0.161010476403965	0.137690170550333	0.1383360839395	0.116637207034535
cg25153852	0.790003161572673	0.858426980826187	0.815850962755634	0.568064276218728	0.797585947031165	0.802041826891076
cg13448404	0.929263377989109	0.897760222929089	0.927099006146018	0.911504556600279	0.87625750191598	0.63677944835747
cg20581070	0.84977954145862	0.894213283791665	0.901678331160223	0.839325736222333	0.874429337737018	0.553406827273396
cg03993550	0.368840771173946	0.440796540015428	0.479881419133298	0.363906785746688	0.286043137190073	0.245897997721136
cg17137307	0.906592459703542	0.912440226769613	0.925282187943297	0.903242745715791	0.883321079527698	0.671515155188492
cg03912954	0.130651155782481	0.0883772936448386	0.0685876761054435	0.0995580360508548	0.186397131116032	0.249523441634664
cg11739508	0.851703638366899	0.863847894746268	0.872198757257375	0.679173268252681	0.813823901911086	0.562910065025375
cg00679662	0.798972845663983	0.853544640440691	0.873664061497825	0.76488576577283	0.774459773318138	0.610275315362029
cg23679767	0.706746379285077	0.701465872384584	0.465700042061176	0.466575528066182	0.571378577693116	0.558354706803086
cg17210999	0.874518621698307	0.914868344386682	0.915624426773912	0.850867705809561	0.826682263432626	0.434166282646581
cg01845178	0.0986541381071032	0.0863515378522383	0.0595925950576854	0.05264376509246	0.104371070490311	0.103418492594298
cg09249998	0.850346340201937	0.581209644936027	0.796202286517772	0.853741817552033	0.389583254197603	0.713104379871758
cg01625368	0.0355368227470211	0.0561139095787154	0.0836367562890861	0.0584199859826374	0.0545190953576104	0.0941394981366843
cg13212668	0.830181972762086	0.848390375312317	0.884877564347115	0.761011142752693	0.842302791072275	0.72837286203859
cg19363607	0.744016896805518	0.326206593025182	0.87370170375417	0.496179013942367	0.572583946889534	0.674460667790193
cg12786697	0.537519884963322	0.406205373315865	0.269175910869377	0.333190473252241	0.33977862715278	0.270237142932832
cg15538837	0.0551203191253246	0.0643925233297329	0.0669597117729729	0.0543450913357283	0.0434817401020099	0.082440685584914
cg24026226	0.448202753013217	0.563952615933461	0.708994241724473	0.541053628006673	0.370658687950513	0.158707456040961
cg09752625	0.266781516751214	0.831375911094154	0.260936544435451	0.681443002824597	0.404018194670721	0.130269265659537
cg17295556	0.29016174027388	0.514541863606607	0.144693555726622	0.222172619663017	0.212998232750912	0.237801582259634
cg03328369	0.257194787625461	0.310651903340313	0.144408882448897	0.214612953203409	0.162624536971697	0.0996887442277812
cg00872486	0.859536897126608	0.910830154576701	0.934969851805774	0.885947367913838	0.852067285068333	0.588888499415696
cg23212838	0.293150164170341	0.106304532866681	0.413735133435091	0.306830863409751	0.546023419092024	0.178619792700457
cg26343358	0.847097861178965	0.835752130763145	0.518913426693069	0.815305233325214	0.788255312917075	0.828218142524546
cg12867876	0.714258223941541	0.637405720651483	0.474653780892418	0.22900771958876	0.420774928815873	0.378159391311864
cg09322114	0.143237557579224	0.156144018118028	0.090038092898283	0.163667440649166	0.362003039450482	0.180012797042454
cg02189760	0.271673594718633	0.311069182843519	0.146232250011189	0.206179184217118	0.159478184933766	0.0742691926906741
cg14864365	0.701366621776811	0.733141945771967	0.824045956554875	0.503017263921453	0.670185689789876	0.529533344131063
cg18196453	0.458596768893873	0.73076079866955	0.715060780328369	0.374008331975671	0.516081096564586	0.506732505237247
cg16427753	0.866299640081881	0.889363551751412	0.851492586856785	0.596540199348742	0.85653579216555	0.616718308023982
cg10544611	0.888612516805125	0.806290144498657	0.879393757066436	0.386365882209294	0.864063657839009	0.72325624583631
cg16505946	0.036403396021761	0.0344591083227984	0.0473667384303674	0.0303201550702292	0.062057873230597	0.0505129249950128
cg23450649	0.566332549406288	0.640452976099277	0.663033453073748	0.703670129585672	0.645865915238433	0.43930357091748
cg24245367	0.266708622648681	0.190623747969521	0.134842542200287	0.252123456725737	0.155140761398098	0.231820008931568
cg01802653	0.0656541946413438	0.0483202030058032	0.0352210633462175	0.0438049078809654	0.0659774101005208	0.100093525196289
cg09149894	0.878416010685707	0.67113017578931	0.868845466560254	0.212139153899144	0.705674343969202	0.490432356912637
cg16371688	0.749005975408578	0.711464326795013	0.848115479189563	0.840058436018714	0.688787388383686	0.489365382279355
cg12486635	0.730421036520135	0.785297304100218	0.875307913826935	0.543386102784263	0.338257949808908	0.296567126045921
cg25188071	0.833779908166827	0.775000956438484	0.749697806894886	0.640110723591004	0.655172881250067	0.32007932715621
cg24804488	0.694787305645034	0.756660843421253	0.796608470679329	0.388103548557838	0.744153263112473	0.777422581978273
cg02137872	0.903841955039682	0.918605277680794	0.871902942830056	0.848601439058584	0.898308586225155	0.511844958220192
cg00531463	0.763298380509219	0.829136988918779	0.85924777864581	0.728303065979585	0.634490088015516	0.385128509708594
cg24298107	0.658115450565358	0.654828510272298	0.805702184042121	0.720455263841145	0.612330067286639	0.301466164290976
cg08163642	0.839924119798258	0.889583471997899	0.907215680369995	0.792824540062381	0.892247966719638	0.570214788615739
cg17922749	0.831608247291051	0.797897461206767	0.853475695177123	0.68195116404311	0.826427284145763	0.750705173816656
cg07148651	0.90478219749102	0.941107900428913	0.935168609705793	0.856905186912901	0.861642857029306	0.808125224522565
cg27298602	0.798366343539657	0.889813475648408	0.905440739825053	0.408665750787688	0.662792830786738	0.450860019899273
cg01842146	0.757696892188415	0.801316147873689	0.851333950280473	0.861554167892931	0.546210686098092	0.493771541715396
cg04872660	0.3260118010751	0.344259867471037	0.337511834341975	0.104676089621956	0.119665884405755	0.146841457412969
cg18614139	0.586074228398964	0.642835008168659	0.727117317467243	0.622233563575287	0.519755346385337	0.338574861819167
cg21367957	0.773011260808862	0.87540843846734	0.857327391383716	0.660043149888195	0.722744594611476	0.762200516416116
cg24964318	0.0552229121925716	0.056444166101339	0.0662230644608377	0.0519269302376377	0.0706918721526919	0.0602654749234466
cg05392141	0.834935261887087	0.86857136690584	0.840333078943604	0.849167758711081	0.827921007129543	0.782966265787755
cg08521639	0.604551189513626	0.716311787471281	0.663656474081928	0.532885672634135	0.376191007371754	0.471023380422574
cg24048497	0.616327560623451	0.711383611197251	0.789877948119091	0.786034569724301	0.674223141503858	0.480309279995853
cg06608224	0.872507086803807	0.929412380440007	0.924165391730274	0.895839184118631	0.901467098397894	0.895152481289723
cg04309437	0.87162398686793	0.845134402065407	0.852774539611132	0.63595670483888	0.763772213530807	0.692761888154151
cg15558558	0.161512167699022	0.325785374231543	0.106414762125144	0.0968212443646518	0.185301345095816	0.0828636245375009
cg25433259	0.385982380327876	0.486374328027929	0.154184521753692	0.164156486075466	0.24378224317794	0.115181734567676
cg18383680	0.940628355869296	0.926102720108835	0.938105914438621	0.902196451154239	0.893974746760182	0.694582396920885
cg14045140	0.0357375757273912	0.0300300117224009	0.038441449720707	0.0283252935206474	0.0421872922296436	0.0547337403237862
cg10012740	0.684126242622322	0.433080234908901	0.775074571163244	0.343506934750087	0.684926159488624	0.793855411938321
cg24467428	0.410139438235657	0.287738815978355	0.242952511459918	0.110889872278786	0.32759837471799	0.114070015369992
cg16993807	0.881405530557405	0.897144644221537	0.911624125287893	0.898416869201098	0.862303588671888	0.572705199371975
cg17797074	0.687692489386982	0.54985910443703	0.43322016179798	0.333749682488838	0.416590100575641	0.320191210339813
cg25903177	0.834762066844189	0.679831101980421	0.716363736199129	0.873753750460058	0.788380913117922	0.639769817353574
cg13599549	0.787810623665694	0.859163658016165	0.882960884924349	0.829814417090782	0.685625977297537	0.573148496271404
cg07086943	0.134254632166269	0.162975446997334	0.215815285244924	0.190444254039253	0.186389404640564	0.118692824753614
cg19214942	0.246127139249417	0.19927965329344	0.294560033608988	0.226790287743943	0.254480502731813	0.146355646091443
cg10526031	0.790883310518274	0.827282050366436	0.890032241809235	0.764683702030019	0.796742782962478	0.513255315184938
cg19779096	0.697235065110832	0.771985660939133	0.857235499029106	0.853220375868325	0.832082568233613	0.724256115322047
cg03127141	0.882796090026506	0.891222421588236	0.73270229479269	0.587225683572425	0.82804758821508	0.340517881906616
cg05770171	0.713185475326292	0.666692930334369	0.671621052601127	0.520217305356871	0.59621547122502	0.525589791413363
cg23726745	0.694653106376214	0.653231978812758	0.627523176431736	0.747359552139835	0.724124898397291	0.342005432965587
cg14834082	0.917107267692618	0.920007047978621	0.923266308032925	0.894815375214504	0.915621422646751	0.884133815726948
cg02172637	0.905978715914289	0.839196219650226	0.909830080735236	0.875070243023221	0.898997521284224	0.737960333409856
cg11574745	0.793411020647351	0.813210369003898	0.916668251874606	0.895558192256335	0.837389415004253	0.650933527072158
cg07813265	0.673561629812158	0.410182842958875	0.235283763827908	0.217671792138783	0.321815397895879	0.104112839783879
cg09417539	0.0566978478967878	0.0633735097221798	0.050690223803353	0.0473900479092847	0.0715628986982566	0.0833026754655309
cg05880975	0.52961055103281	0.694566686336661	0.605700149354339	0.266422533606197	0.528002701680736	0.315137255302638
cg23583457	0.704011366758412	0.815677776494443	0.823484749846351	0.811840984006838	0.624254147460627	0.45037440306199
cg20571119	0.257585446698212	0.319982910408303	0.0745469326048985	0.146120267578013	0.221415531873925	0.140651344470323
cg03014622	0.0947959015517407	0.181464694377523	0.122325845330815	0.105059468689941	0.0879283636631581	0.109531963330419
cg17891486	0.864429785669403	0.745712450236343	0.906964769973169	0.529614309441208	0.871125615352134	0.588748114162305
cg12626381	0.488631811028937	0.644606144448838	0.776725194003183	0.631322789796968	0.520262210041496	0.242187061129653
cg27225997	0.785946729255086	0.829493231228765	0.765108905746432	0.397081820100142	0.828896723666697	0.578008642277869
cg04960591	0.0462324118239295	0.0528289944952706	0.0551476628334731	0.0332739327972977	0.056062753217514	0.038068202168345
cg08464557	0.911760231182635	0.890216990518617	0.90593768650833	0.699633478853836	0.888032066843483	0.66506915769447
cg08787401	0.102835713724361	0.171222116662071	0.153118876563536	0.0931254269248304	0.145221272873255	0.0946356041971758
cg01991383	0.0572071826138555	0.0533562580047864	0.0684449233628061	0.071658935589768	0.0676526821134548	0.0594424326863363
cg11320259	0.853539905954715	0.908314270809623	0.894103020151605	0.764554658505912	0.901133826890702	0.735123138364979
cg04486019	0.428907605316749	0.530523425119395	0.514543563114128	0.7128536692005	0.694290260093268	0.368272639753743
cg01513086	0.778244928503067	0.801780600530996	0.772154141447966	0.734940161886968	0.709483354036647	0.375883460493754
cg21567022	0.439417492638705	0.479103433969651	0.699522283929776	0.451316793354055	0.31404956912106	0.132159192928192
cg15311873	0.424046426594621	0.583160686446721	0.848327345828724	0.515185659243486	0.371988607081743	0.378423833242754
cg06188746	0.781951180386326	0.509918721014843	0.859750977519658	0.209921389308601	0.837544392772685	0.817466370423809
cg23016695	0.0989521894768439	0.142553934725904	0.0538625316888449	0.0667113310076853	0.117170639923696	0.0819168157213923
cg05385260	0.802886992478268	0.697265549406844	0.843848645476035	0.746133820473745	0.797479752182831	0.75227810786397
cg24375257	0.0583439460963689	0.0716756978395541	0.0513426621483417	0.0792190610178568	0.0726300210913237	0.0908221974766234
cg14977496	0.450358912968723	0.427278932765913	0.788141720404714	0.253414758883266	0.19154077146205	0.214658441052943
cg01079345	0.380673782178549	0.592699028215403	0.249241910958326	0.211647490258199	0.344546766144135	0.155067003758116
cg01542452	0.116439313653153	0.271072734902537	0.166587036733696	0.218138663158407	0.145384805730824	0.108149892243175
cg17305035	0.544919634014106	0.475751830716588	0.575389136168684	0.3717511217389	0.531702571570241	0.15353929302924
cg13474083	0.777430241885056	0.776593085847211	0.714075942114216	0.578915320533675	0.692805843101723	0.599690615121067
cg17895236	0.0654232669781048	0.0766276783712366	0.125486586945517	0.0599744848119434	0.0535267488096848	0.103509106362237
cg15289253	0.542086208499855	0.673637382553239	0.720409826522918	0.760997058705825	0.568181080246355	0.415726629524494
cg21379885	0.0405550916373754	0.0381796371236851	0.0353987100389379	0.0362582500594561	0.043527229427465	0.0701692757652487
cg17762192	0.0713175894554008	0.0608900611501983	0.0338731835057449	0.0575619003033373	0.069510903636865	0.0836739223657882
cg15908988	0.684838413919394	0.820033576241924	0.720626738912195	0.799521205769921	0.724978546458546	0.478181609607881
cg17846194	0.0518104588288805	0.0574970400405493	0.0817635971650283	0.0505431758193385	0.0678621081980985	0.0688769082816406
cg14813741	0.430498227225827	0.600195584500957	0.584312517623128	0.749396297753863	0.42737088187146	0.326633844490324
cg07161588	0.696512959999575	0.772460145621892	0.84450169443719	0.618778887016972	0.342599028722184	0.571753996215354
cg24989176	0.793011324900727	0.745589438393418	0.874344339575733	0.897621393777951	0.904984406330575	0.900488281104458
cg20281573	0.185773117148423	0.127215549659352	0.121120821570781	0.0651056625626943	0.106789833751339	0.0975351752606406
cg04668521	0.817177112454874	0.835713835186883	0.890928696169845	0.865342592951476	0.745671820821727	0.55194143514759
cg05398769	0.650338157589244	0.718138803972664	0.796421693075448	0.380166442440488	0.559727724330297	0.382700461717123
cg09136786	0.861745865690451	0.889298676396874	0.90188391151603	0.814135688237013	0.77903033583427	0.637438399546858
cg03039335	0.53156445540572	0.504501420122542	0.578175941511161	0.229214723230719	0.404143064737848	0.179461992949514
cg01003928	0.841291836100033	0.78231557721399	0.526834809257952	0.364057255402523	0.650096315510498	0.492272822446411
cg04844120	0.840191894439187	0.883490207225261	0.886947925143466	0.880445007893743	0.846064838911464	0.574356627323099
cg07065217	0.254282289823927	0.240552187103351	0.382393215671668	0.110864890858534	0.197828020484243	0.378126633270475
cg17422460	0.0966909892810343	0.197865512269294	0.332346727058753	0.0781693891267095	0.118713415102385	0.0679681359614548
cg13531599	0.266000587101807	0.294901578358051	0.483440580240333	0.524024947601194	0.345377536552283	0.359730977946011
cg20994481	0.885147297891831	0.906443488780822	0.920071573813912	0.864395636327698	0.843972931809205	0.693185587125437
cg08248297	0.77557496097379	0.576976181213333	0.436330037741626	0.308715612157792	0.599029235111329	0.458621062303122
cg05215474	0.0520343648078681	0.0352694003385921	0.0461302742209372	0.0405657663344679	0.0393097513077122	0.0578208701663984
cg24447371	0.453551927213991	0.363282516865532	0.504016918409775	0.138248224661327	0.207407436022372	0.121848160711658
cg10330169	0.861870114983672	0.771713385489335	0.857462072789859	0.651362793560444	0.765121808531245	0.344787065844182
cg24432968	0.899283121532779	0.862360820616149	0.878888752486328	0.889737618176255	0.87695476532038	0.927587058679513
cg21474351	0.835905662169708	0.897879511426273	0.935323958274163	0.869819028352821	0.873847754630022	0.669131434024593
cg19986295	0.803333323269863	0.797855673035777	0.805405391462204	0.749599054614333	0.571215144541866	0.519291952962614
cg07915849	0.540710093460339	0.684704921187677	0.762867373789753	0.712212714586421	0.639727515578189	0.451132191538546
cg25578048	0.767924978364572	0.931577650767106	0.920141782914348	0.914458778801493	0.861158434193218	0.675627947291443
cg02966722	0.290572272702252	0.267445779039293	0.499702645382246	0.113719817814806	0.355815346807925	0.346923237710041
cg26877270	0.348274160015373	0.428219164690751	0.422984727587152	0.296706844849655	0.228674231234057	0.123631697578711
cg16898491	0.885700562792285	0.924833514182302	0.906587772949713	0.834766602642862	0.92523463297976	0.778002136270035
cg02321845	0.852965215386379	0.87073504192923	0.871035711787714	0.863249914509766	0.760881165077767	0.771528364852432
cg26486113	0.051870798257178	0.0630297753321987	0.0789916348382356	0.0522683222897318	0.057392636252649	0.0551729775546702
cg05772555	0.681750012273492	0.741075254090515	0.766494064292947	0.74246648952297	0.602607211536658	0.259517954911414
cg04013448	0.88899674619727	0.91240649371475	0.890810337806567	0.603024353019458	0.843136482736079	0.815502472752513
cg23872009	0.76755534296157	0.675750267328141	0.852259019511171	0.372247210491219	0.815168180523062	0.647257695958928
cg13981572	0.693676630800422	0.88909050684842	0.807647323081514	0.848835162707672	0.640272104130233	0.440093180330761
cg11995137	0.808019906730791	0.787322807952911	0.769245279820711	0.759324659720743	0.718336701869578	0.749089367927551
cg01355876	0.893571147686232	0.943753998874498	0.910845886316459	0.895759810992595	0.897184624693258	0.893780269314937
cg21634673	0.0494225619952031	0.0540447163220496	0.0639977110635736	0.0591579336104004	0.0941279983847852	0.125986045287615
cg12973549	0.537643976466085	0.514361073142261	0.585694124868515	0.289174866050806	0.487428882286056	0.238109513260538
cg25555772	0.073627294968749	0.257376071820691	0.154481377102936	0.161661271441438	0.121751879852668	0.100194556574379
cg10696445	0.65352628112363	0.549040332350663	0.577133476263073	0.272357070365788	0.530824252769806	0.46365610534815
cg00421693	0.521011210077537	0.478121053052209	0.634528891115514	0.323106630607066	0.398370967665297	0.198944104345669
cg25080260	0.873166190865973	0.870174644418923	0.929047489177858	0.906012961234435	0.853227600738636	0.801832054689263
cg00718527	0.46193484906122	0.431406615696125	0.140867744569578	0.220004899926941	0.351359158329844	0.173653620036348
cg13200704	0.710937524039814	0.786515510365318	0.811190242714928	0.381771380416265	0.583837655972715	0.173020069824268
cg14555811	0.672183170831348	0.795677615034694	0.665809701185189	0.80399381326356	0.699526521924099	0.678386484333918
cg19085165	0.687571415556152	0.229935547878825	0.359939468373187	0.592566149874204	0.199014671883957	0.359774700433788
cg04898835	0.699968859037559	0.628543419853185	0.630777829371446	0.346899701384589	0.573249039002441	0.318289665617462
cg13572037	0.882223545321119	0.913656491061337	0.898327231362115	0.873852749045577	0.877639879876065	0.787393982712337
cg27167439	0.0459794008329225	0.056076097015346	0.0547072758858935	0.0384709255015921	0.0562026374133261	0.0605619649877526
cg23976431	0.248781260801592	0.382654518133147	0.0678901262568523	0.21648992368223	0.0841183936711611	0.108919598268451
cg08851810	0.849103497554646	0.74850386644574	0.893809201351027	0.775048377118323	0.709759787935827	0.398249840625462
cg26483667	0.636268958587948	0.62787158280798	0.643509030871229	0.575040332180289	0.678414114661099	0.439099233858107
cg00304947	0.870955224313623	0.921315661891987	0.885739317911413	0.801200248103678	0.527226695505691	0.452377084384475
cg04376808	0.453301774234775	0.33976722818292	0.153992003839839	0.119511624175886	0.275044961448608	0.151768120578975
cg03367519	0.0554474921520503	0.122261424618248	0.257519191656555	0.0990006824022319	0.100108601586026	0.0744549033915994
cg24997677	0.935898778966758	0.94694574608515	0.924869641075894	0.933736259501792	0.915809145480086	0.860231309554561
cg14511259	0.714656561816704	0.835788636826497	0.874090230343911	0.859158454518508	0.843124074234668	0.470500816831258
cg07310930	0.712979839247818	0.73003061372464	0.578014064534152	0.634461511284885	0.671144932488665	0.344774682239163
cg23990535	0.0494530418313472	0.0683690075282249	0.272531889932593	0.0406308769672725	0.073700594271971	0.0686268865342595
cg06517489	0.0637223794383328	0.0639918000516237	0.0478611822591943	0.0516422502038511	0.0605509189677534	0.0593355724124626
cg15208638	0.284892396334647	0.313797551563675	0.116422012372524	0.241365980596757	0.246972602576229	0.187611702117028
cg08162263	0.771587726687693	0.773952081400563	0.780299563503842	0.638761098146642	0.775257574421194	0.514585277115603
cg02765820	0.631100560312175	0.806948096459758	0.831128462269999	0.467391182290022	0.250399792879664	0.368973417143606
cg01006231	0.902884004285531	0.932438601793101	0.938445795927967	0.967978832817038	0.915966642661918	0.694112800955742
cg10163136	0.514278163616923	0.462342123964442	0.77287948756864	0.140540438572495	0.540840988473033	0.283388975478459
cg10962930	0.75062813360211	0.684345334162757	0.822117819371201	0.442787197666102	0.720358719575464	0.557332901094022
cg17677042	0.831136405858699	0.825899250825402	0.854293358748244	0.835830763095119	0.833388164982114	0.539931113998473
cg21916297	0.921821314746656	0.934490297452104	0.90446516400614	0.928948306867559	0.916127586969039	0.774071391872184
cg20312457	0.738421426632359	0.775387774913112	0.774121667162921	0.522981067909117	0.736482726232845	0.600765703623201
cg11025193	0.408849963935384	0.373696513663049	0.56887634775468	0.186380092385646	0.129249098797495	0.432704045867053
cg14318180	0.835602934355472	0.887951913117486	0.878466760521304	0.598567132242676	0.865747121615171	0.768932586890053
cg24609704	0.662557678583982	0.568264993930183	0.561441275019241	0.192706694182788	0.385534352999072	0.414894064598075
cg14415456	0.597673253024589	0.536008622370979	0.763405162018319	0.276918688395621	0.535531723331732	0.290322940562688
cg21129253	0.782624524273528	0.826688301181542	0.821934795931103	0.846377521366698	0.653982746667081	0.621551313420797
cg00637744	0.504359331898094	0.662843970054703	0.698906682541498	0.588408252074952	0.358551650566639	0.194542018752994
cg07158163	0.744898962448624	0.615690185820259	0.703571180498276	0.250958206294242	0.577505564142024	0.135689624801321
cg14150252	0.127708351731095	0.107920089285633	0.0592921097430412	0.0711802110351576	0.0775138153103389	0.103898964754672
cg01109187	0.858629829190556	0.803197548252816	0.892142687107278	0.438772810278744	0.813008180373999	0.579222141925828
cg01968493	0.064929892061726	0.0594728036227295	0.0749670296548658	0.0442510869208911	0.0670425322674851	0.224429997828669
cg17075459	0.47407568284764	0.571589245709834	0.331938444291857	0.111417818205243	0.374787183148607	0.148687458009069
cg00110785	0.301289343918384	0.236521285860637	0.141727238501326	0.130124515980215	0.101924290321228	0.117916776311355
